awb,breadth,buyer_city,buyer_pin,cancelled_date,current_status,delivered_date,delivery_attempt_count,dispatch_date,heavy,height,last_mile_arrival_date,last_modified,length,order_created_date,order_id,price,product_category,product_id,product_name,product_price,product_qty,promised_date,return_cause,reverse_logistics_booked_date,reverse_logistics_date,reverse_logistics_delivered_date,rto_date,rto_delivered_date,seller_city,seller_pin,shipper_confirmation_date,shipper_name,shipping_cost,weight
940479,7,$$,84605,,DEL,,1,20-12-2015 13:30,FALSE,56,20-12-2015 16:01,01-12-2015 06:20,55,07-12-2015 12:49,bdb8bc2f-2d32-4eb1-b786-7648a5e1611b,xxx,PowerBanks,726a2bc5-0323-4bbe-abe9-cffae0f60bb6,Black  Wired Gaming Headphones For Xiaomi Mi  Samsung  iPhone  Sony  HTC  LG  One Plus  Micromax  Spice etc,393673,31,22-12-2015 17:14,,,,,,,Lake Olar,40335,18-12-2015 06:35,SHPR176,888,64
695929,28,$$,84605,,DEL,,1,15-12-2015 22:44,TRUE,32,18-12-2015 03:04,08-12-2015 13:37,88,08-12-2015 12:06,41387cb3-40ef-42e5-bff3-11bdf6969c2b,xxx,Luggage,1fdb1cd4-df16-4c38-958e-93165b350840,Titan Orion Men's Watches,393673,12,20-12-2015 08:11,,,,,,,Lake Olar,40335,15-12-2015 08:36,SHPR177,888,96
342334,30,$$,84605,,DEL,,3,19-12-2015 07:27,FALSE,99,21-12-2015 03:44,13-12-2015 02:11,62,03-12-2015 13:45,8164c5e7-6936-4024-8818-9f5e21b98d3a,xxx,Mobiles,abddae8f-7a2b-4c9d-809a-e9093804b040,Kingston  Chinese New Year Horse 16GB Pen Drive,393673,11,22-12-2015 04:27,,,,,,,Lake Olar,40335,13-12-2015 21:19,SHPR178,888,57
555886,36,$$,84605,,DEL,,1,16-12-2015 08:57,TRUE,75,,02-12-2015 04:05,71,01-12-2015 17:47,06dab7f2-79c0-437e-a603-c8bb433275b1,xxx,Clothing,f5b34dfa-b3b5-4e09-8693-721f1b7b784a,[FREE1]Kingston 8GB Micro SD Card Class 4 With Micro SD Card Reader[FREE Color of Freebie may vary as per availability ],393673,31,21-12-2015 13:50,,,,,,,Lake Olar,40335,13-12-2015 23:51,SHPR179,888,71
270117,14,$$,84605,,DEL,18-12-2015 02:49,3,17-12-2015 11:28,TRUE,67,17-12-2015 14:33,30-12-2015 17:01,86,12-12-2015 05:16,f6537b4d-b294-44aa-9bea-d1aed6041e8b,xxx,Decoratives,31f1935c-3a69-4fcb-907f-369ae9dfb193,Sd4uUsb2.0ColouringMultiChargerCableForSamsungnokiaiphone1M,393673,32,18-12-2015 21:13,,,,,,,Lake Olar,40335,12-12-2015 16:31,SHPR180,888,45
216682,19,$$,84605,26-12-2015 17:51,DEL,,1,20-12-2015 05:57,FALSE,43,20-12-2015 18:44,17-12-2015 04:10,98,12-12-2015 12:07,c65578f1-6fb2-4135-9588-e4a6a32123a1,xxx,Luggage,51de4340-6dc5-45af-b195-d668168014cc,Alfa Tempered Glass Screen Protector for Nokia Lumia 640XL,393673,23,22-12-2015 08:14,,,,,20-12-2015 17:31,09-12-2015 02:34,Lake Olar,40335,19-12-2015 18:19,SHPR181,888,17
318671,8,$$,84605,,DEL,20-12-2015 04:01,3,17-12-2015 07:36,FALSE,29,19-12-2015 18:21,13-12-2015 10:31,68,10-12-2015 17:40,57ab6498-3463-4f29-8d46-94ae7960d626,xxx,Furnishing,1cbfd4b8-7036-4002-9a4a-fbaa2269ba97,Fastrack SPORTS 9463AL02 Men's Watch,393673,36,21-12-2015 10:05,,,,,,,Lake Olar,40335,15-12-2015 22:40,SHPR182,888,59
229463,36,$$,84605,,DEL,,1,14-12-2015 18:24,FALSE,9,17-12-2015 19:56,25-12-2015 21:29,12,06-12-2015 02:00,5c8e1089-4e78-4cc0-9d71-4ed42e9671bf,xxx,Luggage,0af0f067-0d0a-4584-9fc6-896b387f3464,Kesar Sarees White Pure Georgette Embroidered Saree With Blouse Piece,393673,37,19-12-2015 20:59,,,,,,,Lake Olar,40335,09-12-2015 07:30,SHPR183,888,80
976505,74,$$,84605,,DEL,,1,,FALSE,51,,24-12-2015 22:54,39,10-12-2015 22:57,b041dae1-a364-40b3-be57-2d3ead2f67a8,xxx,Clothing,ec443e66-efe5-4caa-8f60-2f1222f768e8,Aisha Multi Printed Faux Georgette Saree With Blouse Piece,393673,27,22-12-2015 08:35,,,,,,,Lake Olar,40335,,SHPR184,888,85
785002,49,$$,84605,,DEL,,1,,FALSE,43,,21-12-2015 09:39,43,09-12-2015 04:27,5efc804e-20d2-4a5f-8217-9cbdbef4127f,xxx,PowerBanks,e20d5107-5916-4be4-ba1f-fc754dff9679,D-Link Wireless N 300 Router (DIR-615),393673,1,22-12-2015 10:38,,,,,,,Lake Olar,40335,,SHPR185,888,1
100584,64,$$,84605,,DEL,,4,,TRUE,28,,06-12-2015 11:31,87,05-12-2015 14:30,68e0e20c-2402-4591-9235-a7dbe056d492,xxx,Decoratives,105f2908-b4aa-4570-b130-1f804be33824,Mayatras black aviator Medium Men Women Aviator Sunglasses,393673,22,,does_not_fit,03-12-2015 20:42,14-12-2015 18:10,04-12-2015 08:21,,,Lake Olar,40335,,SHPR186,888,71
117423,44,$$,84605,,DEL,,1,,FALSE,49,,16-12-2015 08:40,82,09-12-2015 03:21,a5d117eb-7b21-477e-930e-e68c972eed92,xxx,Sports,da56f912-ade5-49a4-93c7-588889dbc128,Ragini Sarees Blue Embroidered Faux Chiffon Saree With Blouse Piece,393673,38,21-12-2015 06:04,,,,,,,Lake Olar,40335,,SHPR187,888,5
430664,96,$$,84605,,DEL,,1,19-12-2015 14:13,FALSE,36,,23-12-2015 22:59,54,14-12-2015 05:59,e1879d8f-1d9d-4bd0-a6c1-075cd3e4dcb8,xxx,ComputersandPeripherals,c0af1999-8ac1-4e15-9e83-669b5cece453,Maahika Blue Satin Stripe Printed Saree With Blouse Piece,393673,35,21-12-2015 13:51,,,,,,,Lake Olar,40335,17-12-2015 07:52,SHPR188,888,10
290441,38,$$,84605,,DEL,,3,,TRUE,91,,01-12-2015 19:42,6,11-12-2015 07:41,08006b67-39f3-4073-8f3d-de506a59d1b9,xxx,Luggage,25b005cf-57d7-48be-8eaa-2f5c374fafb2,Sukuma Designer Border Blue Saree,393673,27,,defective_product,11-12-2015 04:14,20-12-2015 12:37,18-12-2015 07:37,,,Lake Olar,40335,,SHPR189,888,73
763038,58,$$,84605,,DEL,,1,20-12-2015 09:05,FALSE,46,20-12-2015 15:09,15-12-2015 14:00,30,04-12-2015 20:10,f5d93450-f5e2-45a6-87b6-ebddaf5320ed,xxx,Sports,8342d011-2868-48bc-9d4f-b3d5d93a622b,Ragini Sarees Blue Embroidered Faux Chiffon Saree With Blouse Piece,393673,30,22-12-2015 18:28,,,,,,,Lake Olar,40335,07-12-2015 13:37,SHPR190,888,67
251278,23,$$,84605,,DEL,,1,19-12-2015 09:38,FALSE,14,19-12-2015 10:55,13-12-2015 14:44,31,03-12-2015 22:05,59b0bee2-b58d-4fe9-8431-2582efcbe390,xxx,Mobiles,4563b4e7-d63f-4b19-8f63-151317e5d0db,Fastrack 3024sm01 Metal Watch For Men,393673,35,22-12-2015 18:13,,,,,,,Lake Olar,40335,10-12-2015 05:56,SHPR191,888,38
396258,75,$$,84605,,DEL,,1,,FALSE,29,,04-12-2015 12:16,39,10-12-2015 19:48,3536dbc5-b92c-460e-998c-279061ed962c,xxx,Luggage,74825da5-1b99-4559-b0ea-c916604ef242,Ambrane Power Bank P60006000mAh White,393673,18,,does_not_fit,10-12-2015 23:15,22-12-2015 08:10,16-12-2015 23:20,,,Lake Olar,40335,,SHPR192,888,80
518147,84,$$,84605,,DEL,21-12-2015 13:54,1,20-12-2015 01:54,TRUE,3,20-12-2015 17:07,05-12-2015 22:21,93,05-12-2015 13:55,7366000e-e681-4e62-99e6-d9abcc5db67b,xxx,ComputersandPeripherals,732dfbaf-42fd-4f77-a668-2466c6f1d90e,Strontium 8GB MicroSD Memory Card Class 4,393673,16,21-12-2015 00:12,,,,,,,Lake Olar,40335,11-12-2015 18:40,SHPR193,888,48
213728,10,$$,84605,,DEL,22-12-2015 10:17,1,18-12-2015 05:25,FALSE,84,20-12-2015 04:22,07-12-2015 11:48,39,05-12-2015 01:28,7494103e-e7e9-475a-a9f1-5a08d86b989e,xxx,PowerBanks,fb622433-8959-4c67-9c37-b0219b9a3cb6,Eveready Ultima UM100 Power Bank 10000 mAh Portable charger for Smartphones & Tablets (White),393673,10,22-12-2015 20:28,,,,,,,Lake Olar,40335,16-12-2015 09:21,SHPR194,888,99
740746,21,$$,84605,,DEL,,1,,FALSE,6,,07-12-2015 22:03,52,10-12-2015 14:37,13c3e827-8927-4409-b402-a74c24669142,xxx,Decoratives,1b22041a-be7b-4e0c-ae43-dc2d639a8d4c,Goyal Silk Mills Multi Printed Bhagalpuri Silk Saree With Blouse Piece,393673,34,22-12-2015 02:21,,,,,,,Lake Olar,40335,,SHPR195,888,3
78746,67,$$,84605,,DEL,22-12-2015 11:03,1,20-12-2015 11:40,FALSE,71,21-12-2015 01:58,15-12-2015 20:32,30,13-12-2015 07:25,4b173f11-cd68-411e-b582-3b1839a33161,xxx,Furnishing,f672fd5c-5322-4e94-b642-8464c5b5c38d,Samsung Power Bank EB-PN915BSEGIN USB Portable Power Supply 11300 mAh (Silver),393673,26,22-12-2015 19:21,,,,,,,Lake Olar,40335,19-12-2015 12:04,SHPR196,888,1
427024,49,$$,84605,,DEL,22-12-2015 02:36,1,18-12-2015 23:10,TRUE,39,19-12-2015 05:50,09-12-2015 17:54,92,08-12-2015 00:12,c3ce3b52-9dd4-4f73-a64b-c03088c0dde7,xxx,Decoratives,08ccf916-900b-40c6-9163-b079711e1e5a,Sport Black Leather Watch For Men,393673,21,22-12-2015 16:14,,,,,,,Lake Olar,40335,17-12-2015 21:18,SHPR197,888,21
744724,89,$$,84605,,DEL,,2,13-12-2015 14:52,FALSE,30,19-12-2015 23:15,18-12-2015 19:20,21,07-12-2015 01:20,79ab067b-07a9-4353-ad22-ebffe13d838f,xxx,PowerBanks,c5b9e325-66da-4840-a4bb-9236ecd87d79,Samsung Galaxy E7  16GB   (Color: White),393673,33,22-12-2015 07:48,,,,,,,Lake Olar,40335,11-12-2015 12:27,SHPR198,888,2
664900,22,$$,84605,,DEL,,2,17-12-2015 18:44,FALSE,68,21-12-2015 21:56,19-12-2015 17:02,39,12-12-2015 03:57,6a9d6019-4182-4348-b6ae-9342c0a8de6d,xxx,PowerBanks,09c62e6e-e731-4e16-8ff2-58c934fd6495,Fastrack P206BK1P Sunglasses,393673,29,22-12-2015 07:12,person_unavailable,,,,10-12-2015 22:00,02-12-2015 20:13,Lake Olar,40335,15-12-2015 05:39,SHPR199,888,4
744077,48,$$,84605,,DEL,,1,,FALSE,44,,02-12-2015 20:37,17,13-12-2015 11:15,9b74aa31-7f95-446d-a028-98ca9bd56455,xxx,Tablets,441952b3-bc57-4136-9e5a-6bd4229c471f,Black  Wired Gaming Headphones For Xiaomi Mi  Samsung  iPhone  Sony  HTC  LG  One Plus  Micromax  Spice etc,393673,15,,defective_product,25-12-2015 18:01,10-12-2015 20:51,08-12-2015 22:52,,,Lake Olar,40335,,SHPR200,888,85
209018,10,$$,84605,,DEL,,5,17-12-2015 15:42,FALSE,10,21-12-2015 22:38,18-12-2015 14:50,45,13-12-2015 05:52,05d08663-96eb-43d3-bf1a-d153ce9c446a,xxx,Furnishing,ee2e5e89-7fc0-4f1d-933a-86cadafd9ef5,Asian Black Mesh/textile Men's Sport Shoes (Size: 8),393673,38,22-12-2015 05:10,,,,,,,Lake Olar,40335,14-12-2015 12:28,SHPR201,888,20
216058,77,$$,84605,,DEL,21-12-2015 21:50,1,20-12-2015 12:12,FALSE,22,21-12-2015 19:42,25-12-2015 17:32,68,09-12-2015 16:52,dc6044b8-80f4-431e-bedd-ea279134a8f7,xxx,Tablets,1ecbb6d1-3d24-4dcb-96a9-b8b4d9c922f6,Shri Sharda Multicolor Bhagalpuri Silk Printed Saree with Blouse Piece,393673,8,22-12-2015 13:25,,,,,,,Lake Olar,40335,19-12-2015 05:23,SHPR202,888,30
287119,70,$$,84605,,DEL,,1,,FALSE,18,,12-12-2015 18:37,96,04-12-2015 02:17,c3cba55e-f7bc-492a-83f6-5b83e28d7d33,xxx,Fitness,4fda41cc-84ba-47c4-acbc-ee1ea3a5f687,Reliance Micro SD 4 GB Memory Card Class 6,393673,36,17-12-2015 19:22,,,,,,,Lake Olar,40335,,SHPR203,888,70
783929,57,$$,84605,,DEL,,1,13-12-2015 15:12,FALSE,70,16-12-2015 09:31,29-12-2015 06:06,63,10-12-2015 10:51,dc14cb7a-5aa2-4116-b8f8-66222a68717b,xxx,Fitness,8a9a2cb7-4d80-4b8a-a224-9efb932ba94a,Sandisk Cruzer Blade 16gb Pen Drive - Pack Of 4,393673,22,20-12-2015 18:05,,,,,,,Lake Olar,40335,10-12-2015 16:46,SHPR204,888,85
308053,57,$$,84605,01-12-2015 07:23,DEL,,1,20-12-2015 06:01,FALSE,20,21-12-2015 20:19,02-12-2015 16:09,8,14-12-2015 15:10,2c8ab338-1e83-4e20-98b0-093c659a28d5,xxx,Luggage,bde5ad06-3e13-42e8-afa1-edcf5e40b039,Titan Tagged 2486SM01 Women's Watches,393673,27,22-12-2015 10:20,,,,,23-12-2015 18:04,27-12-2015 07:55,Lake Olar,40335,19-12-2015 13:02,SHPR205,888,83
414699,26,$$,84605,,DEL,,1,16-12-2015 12:01,FALSE,9,,02-12-2015 00:02,89,04-12-2015 02:11,c56c6148-6b63-4a4e-bf70-085bad07e668,xxx,PowerBanks,edf60094-d62d-4948-a0c9-0e372cae77ba,Titan Regalia Men's Watches,393673,29,17-12-2015 00:21,,,,,,,Lake Olar,40335,13-12-2015 23:26,SHPR206,888,61
436883,52,$$,84605,,DEL,,2,,FALSE,64,,23-12-2015 16:36,66,13-12-2015 08:52,5bfd2e9f-aa2e-46c5-bed7-5e5489b37edd,xxx,Furnishing,749ba1c6-db7b-4313-a629-21da5068f5da,Samsung Galaxy S4 I9500 Metal Aluminum Bumper Frame - Gold,393673,32,21-12-2015 23:51,,,,,,,Lake Olar,40335,,SHPR207,888,89
636157,27,$$,84605,,DEL,,1,20-12-2015 17:55,FALSE,8,21-12-2015 12:26,16-12-2015 23:57,65,09-12-2015 02:36,ca660860-ef47-4013-ad5e-ae6963279b72,xxx,Decoratives,01da880b-d57d-4654-8f14-3f98e8fbba5a,Xemex Black Analog Formal Men's Watch,393673,10,22-12-2015 00:11,,,,,,,Lake Olar,40335,16-12-2015 14:32,SHPR208,888,22
389603,99,$$,84605,,DEL,,1,14-12-2015 18:08,FALSE,70,17-12-2015 05:26,12-12-2015 15:12,85,05-12-2015 11:59,4cc9325d-485f-4391-ace2-5b90c78b645d,xxx,Clothing,7f520c92-ba7b-4548-8018-bb3fab45c2f7,Vardhaman Fashion Multicolour Printed Art Silk Saree With Blouse Piece,393673,13,21-12-2015 21:36,COD_denied,,,,08-12-2015 08:43,21-12-2015 16:16,Lake Olar,40335,13-12-2015 03:22,SHPR209,888,63
308512,2,$$,84605,,DEL,18-12-2015 15:50,1,15-12-2015 04:17,FALSE,99,16-12-2015 18:29,10-12-2015 17:01,42,05-12-2015 01:27,0b410abd-c740-4c1a-b4dc-1ef7e73c4aaa,xxx,Tablets,291b0021-b805-4e83-952b-7a01ef8e7c97,TPLink 300 Mbps Wireless N ADSL2+ Router TDW8968,393673,20,19-12-2015 15:26,,,,,,,Lake Olar,40335,09-12-2015 16:37,SHPR210,888,87
542927,73,$$,84605,,DEL,,5,18-12-2015 19:06,FALSE,10,,19-12-2015 09:55,71,02-12-2015 16:40,8d4651c2-eaa3-43b8-9ea6-bc7b3b545c0a,xxx,Mobiles,d159f2fa-e94e-4bfe-9664-4e59cf03a7f2,Samsung Power Bank EB-PN915BSEGIN USB Portable Power Supply 11300 mAh (Silver),393673,25,22-12-2015 20:49,,,,,,,Lake Olar,40335,12-12-2015 01:42,SHPR211,888,28
683179,78,$$,84605,,DEL,,1,20-12-2015 04:04,FALSE,17,20-12-2015 16:28,20-12-2015 03:45,38,04-12-2015 11:30,30abe61d-46ba-48c3-9292-c48b559c3079,xxx,Sports,e101d88d-b67b-4dbb-a2d1-6acde3416cc6,BLACK BL1036 Black/Blue Aviator Sunglasses,393673,17,22-12-2015 12:15,,,,,,,Lake Olar,40335,19-12-2015 18:37,SHPR212,888,29
676944,14,$$,84605,,DEL,,1,,TRUE,88,,07-12-2015 20:56,60,14-12-2015 07:42,f9c4f193-a732-4abe-bc1f-dee01a90201c,xxx,Decoratives,c0034d61-8d05-4cc3-ad21-025e7746d0ed,Micromax Canvas P650 Tab White,393673,38,,defective_product,15-12-2015 00:04,24-12-2015 11:36,29-12-2015 10:08,,,Lake Olar,40335,,SHPR213,888,92
19990,71,$$,84605,,DEL,21-12-2015 16:54,1,15-12-2015 14:43,TRUE,50,21-12-2015 13:19,26-12-2015 11:11,37,06-12-2015 04:50,268073e9-d8b2-41d7-be8a-853617649bd6,xxx,Tablets,a24b12f8-04c8-4cbb-bc00-983239fa177e,Saree Sansar Cotton Multicolor Printed Dress Material,393673,17,22-12-2015 17:12,,,,,,,Lake Olar,40335,15-12-2015 10:27,SHPR214,888,18
104587,44,$$,84605,01-12-2015 14:28,DEL,,1,20-12-2015 20:59,FALSE,20,21-12-2015 04:29,04-12-2015 12:35,1,14-12-2015 08:57,bf97e5ee-7f14-4b3b-a6ce-bd76357bb2f3,xxx,PowerBanks,44224d7e-52ff-48c1-b961-0033920c249a,Ansu Fashion Turquoise Printed Bhagalpuri Silk Saree With Blouse Piece,393673,22,21-12-2015 17:21,,,,,19-12-2015 02:01,09-12-2015 23:14,Lake Olar,40335,14-12-2015 11:46,SHPR215,888,98
938629,81,$$,84605,,DEL,22-12-2015 16:44,1,19-12-2015 07:31,FALSE,4,21-12-2015 22:45,08-12-2015 14:32,77,10-12-2015 11:17,39474cd0-66c5-43e2-9cf5-13bf819e04a0,xxx,Fitness,58bc7a84-2755-46fa-acd5-b8327d4d4753,Imported Cake And Cookies Decoration Sugarcraft Tool,393673,5,22-12-2015 12:44,,,,,,,Lake Olar,40335,19-12-2015 04:24,SHPR216,888,95
327680,12,$$,84605,,DEL,,1,18-12-2015 10:58,FALSE,31,20-12-2015 23:57,02-12-2015 15:31,12,09-12-2015 12:21,c91347a4-9236-453f-b39a-8504def43bf8,xxx,Mobiles,25198767-2291-4cd9-9d4f-91c9fef76097,Fastrack 3024sm01 Metal Watch For Men,393673,4,21-12-2015 21:26,,,,,,,Lake Olar,40335,16-12-2015 15:29,SHPR217,888,66
955759,63,$$,84605,,DEL,,1,19-12-2015 03:18,FALSE,30,,01-12-2015 09:35,16,05-12-2015 23:39,465ec9a3-7c85-497b-ae25-90105cca249e,xxx,ComputersandPeripherals,64b7c77a-ad5c-4521-9bf5-ec77e068d3cb,Anju Sarees Charming Multicolour Faux Georgette Sarees,393673,36,20-12-2015 21:47,,,,,,,Lake Olar,40335,14-12-2015 06:30,SHPR218,888,93
582959,74,$$,84605,,DEL,,1,,FALSE,94,,26-12-2015 18:57,78,06-12-2015 17:29,39012a00-5249-4b06-be70-04babfec7a8e,xxx,Sports,6020cf7d-25cb-42df-b53e-b01c82b0c7a7,Fastrack SPORTS 9463AL02 Men's Watch,393673,38,21-12-2015 04:20,,,,,,,Lake Olar,40335,,SHPR219,888,51
705936,39,$$,84605,,DEL,,1,16-12-2015 23:51,TRUE,58,18-12-2015 06:06,25-12-2015 03:11,47,04-12-2015 22:47,3328a75c-c35c-4f86-b25d-18390f1d7261,xxx,Clothing,ece277e0-d4d6-49c2-a98a-d7db83dc675a,Ishin Georgette Pink Saree With Blouse Piece,393673,29,18-12-2015 18:03,others,,,,18-12-2015 06:35,10-12-2015 12:12,Lake Olar,40335,16-12-2015 18:11,SHPR220,888,19
85163,45,$$,84605,,DEL,,1,18-12-2015 06:54,FALSE,38,,15-12-2015 17:07,93,14-12-2015 06:09,b200d538-6cec-4f64-a478-48446b96e49e,xxx,Tablets,c92735c0-3921-4360-ae2e-81946b650e12,Soi 41 Pcs Screwdriver Set (Size: 21 cms),393673,27,21-12-2015 17:46,,,,,,,Lake Olar,40335,16-12-2015 18:09,SHPR221,888,75
155647,63,$$,84605,,DEL,,1,19-12-2015 22:06,FALSE,84,21-12-2015 19:52,25-12-2015 00:23,24,02-12-2015 11:11,d085fae1-6f8e-484d-8fa7-e744093460fa,xxx,PowerBanks,6e141ba6-f499-4314-bd56-d8764f43d22d,Micromax Gc232 Black Silver,393673,39,22-12-2015 17:09,,,,,,,Brooklynnmouth,40335,09-12-2015 03:33,SHPR222,888,44
183123,30,$$,84605,,DEL,,1,15-12-2015 01:59,TRUE,25,20-12-2015 07:03,02-12-2015 21:12,36,01-12-2015 02:39,78b58df4-9927-43f9-ab1e-d61ffaeb4064,xxx,Luggage,b09091ca-c31d-4509-bf74-22f51f512a17,Micromax Dual SIM A102 Canvas Doodle 3 - Blue,393673,23,20-12-2015 10:47,,,,,,,Port Lemon,40335,04-12-2015 05:20,SHPR223,888,76
830977,25,$$,84605,,DEL,,1,19-12-2015 22:17,TRUE,68,20-12-2015 03:53,24-12-2015 18:34,48,11-12-2015 06:59,6f7bb20e-b7c4-4e17-bd83-ce5bb967009a,xxx,Mobiles,15ee8bcb-4a56-4cb1-b312-5bc883d5d1f1,ReWay Black Aviator Sunglasses For Men Size: Medium,393673,22,21-12-2015 19:04,,,,,,,Hopetown,40335,14-12-2015 17:45,SHPR224,888,19
75871,72,$$,84605,,DEL,19-12-2015 11:52,1,17-12-2015 17:24,TRUE,93,17-12-2015 19:07,02-12-2015 14:35,31,04-12-2015 13:27,fbc26fa4-e427-4664-a650-9c3575ad8293,xxx,Decoratives,a7b4c485-90b2-4319-a1a7-5c1036fddb9a,Ishin Prints Orange Embroidered Cotton Saree With Blouse Piece,393673,24,22-12-2015 10:39,,,,,,,Buckridgefort,40335,15-12-2015 10:15,SHPR225,888,4
94226,74,$$,84605,,DEL,,2,19-12-2015 07:08,TRUE,30,20-12-2015 03:57,23-12-2015 13:20,39,07-12-2015 05:51,53ab6f7d-fc3b-4f9d-b3b4-0080c2a2d175,xxx,ComputersandPeripherals,11ea4ceb-3a66-4299-8d6c-3a04a030987e,Sanju Sarees Green Printed Art Silk Sarees,393673,9,21-12-2015 21:43,others,,,,30-12-2015 06:49,22-12-2015 21:26,Simonside,40335,16-12-2015 00:41,SHPR226,888,11
623718,47,$$,84605,08-12-2015 11:44,DEL,,1,19-12-2015 19:52,FALSE,88,21-12-2015 10:21,12-12-2015 03:39,39,04-12-2015 21:34,27b2851f-6e90-4eb8-a61a-ed726af9db85,xxx,Tablets,f37687cc-737c-44a5-810b-3ca137b32194,Learn ANDROID APP. DEVELOPMENT  iPHONE APP. DEVELOPMENT and ADOBE FLASH (Inception Success Series - 3 CDs),393673,4,22-12-2015 23:08,,,,,09-12-2015 15:42,02-12-2015 15:53,Schowalterbury,40335,16-12-2015 15:00,SHPR227,888,39
399313,98,$$,84605,,DEL,,1,20-12-2015 14:30,TRUE,5,,09-12-2015 23:12,41,01-12-2015 17:00,a562f5af-d67c-48bf-870c-28514d9a93b8,xxx,Decoratives,be25fd55-4fec-4e0c-a4b4-e7d8a0038afe,DLink 300 Mbps N 300 4Ports Ethernet Router & ADSL Wireless Router (DSL2750U),393673,6,21-12-2015 19:09,,,,,,,West Martika,40335,17-12-2015 23:12,SHPR228,888,4
573113,78,$$,84605,,DEL,,1,17-12-2015 19:25,FALSE,88,,07-12-2015 01:49,2,02-12-2015 17:45,c3224cf4-6438-473c-8b79-c0f17b7aedfb,xxx,Clothing,577c948d-fbcf-41f7-99bb-ed6224ba4385,Sandisk Cruzer Blade 16gb Pen Drive - Pack Of 4,393673,24,21-12-2015 11:02,,,,,,,East Althea,40335,09-12-2015 08:49,SHPR229,888,39
895981,27,$$,84605,,DEL,,1,12-12-2015 06:49,FALSE,59,21-12-2015 12:41,16-12-2015 09:14,40,07-12-2015 05:25,05455f3c-d7fd-4e6c-8f97-23dbdeeaebe7,xxx,Fitness,1b81b0e7-6707-45aa-aea2-4d8aa387df02,Selfieseven Enchanting Combo of Wrist Watch  Sunglasses,393673,31,22-12-2015 19:52,,,,,,,North Francisquita,40335,08-12-2015 17:50,SHPR230,888,35
807312,72,$$,84605,,DEL,21-12-2015 11:26,1,19-12-2015 17:22,FALSE,71,20-12-2015 08:04,20-12-2015 01:06,78,11-12-2015 08:42,5d46c56a-40ee-43c5-908d-0eed3bce7a53,xxx,Clothing,6561e3c5-cbba-4d58-8bb6-c0e0db96e4fc,Joe Black Gradient Grey Aviator Sunglasses,393673,32,22-12-2015 02:49,,,,,,,Darlamouth,40335,12-12-2015 15:53,SHPR231,888,4
21635,65,$$,84605,,DEL,,1,,FALSE,92,,21-12-2015 19:39,22,07-12-2015 16:07,c45e5184-2397-4bc4-8dc7-350c592f8551,xxx,Furnishing,f31db4a0-c3df-48aa-b7d3-7f806214834c,Docasto Brown Mesh/textile Men's Casual Shoes (Size: 7),393673,32,22-12-2015 20:41,,,,,,,East Paytonmouth,40335,,SHPR232,888,52
151917,71,$$,84605,,DEL,,1,20-12-2015 21:10,FALSE,42,21-12-2015 22:11,03-12-2015 15:12,2,12-12-2015 13:02,9e169ef4-7ee6-4cd8-9811-679b69aaf903,xxx,Clothing,d346ba0c-f16a-4d1f-9936-f5d0e307812b,Fastrack 3024sm01 Metal Watch For Men,393673,32,22-12-2015 20:52,,,,,,,Izabellaton,40335,18-12-2015 17:38,SHPR233,888,97
164458,24,$$,84605,,DEL,,1,16-12-2015 09:45,TRUE,90,18-12-2015 04:16,01-12-2015 04:46,89,03-12-2015 03:04,4a53224d-04ea-452b-b3f2-53adc5db412b,xxx,Clothing,c2ff0687-25a5-4892-9ecf-fcf9fb2605c8,MicromaxCanvasSparkQ3808GBROMWhite(ColorWhite),393673,39,20-12-2015 11:55,others,,,,12-12-2015 15:21,15-12-2015 04:35,East Ceilland,40335,14-12-2015 09:28,SHPR234,888,80
128029,51,$$,84605,,DEL,,1,15-12-2015 10:48,FALSE,19,,17-12-2015 19:38,96,10-12-2015 13:33,1877b3cb-cf9c-463b-9ec1-d24f43895d69,xxx,ComputersandPeripherals,8ac878e0-c25a-4802-bae0-9b62139ce309,Selfieseven Enchanting Combo of Wrist Watch  Sunglasses,393673,20,20-12-2015 20:57,,,,,,,Jonesmouth,40335,13-12-2015 00:44,SHPR235,888,84
627704,2,$$,84605,,DEL,,2,19-12-2015 21:02,FALSE,30,20-12-2015 05:16,08-12-2015 09:33,36,08-12-2015 02:09,03422a9b-8f09-4194-8756-af4d51ae6620,xxx,Clothing,10cde9b2-e913-48f3-8cb0-1240fadd9105,First Lady Black & Gold Geoegette Bollywwod Designer Saree,393673,21,20-12-2015 18:39,,,,,,,Willieville,40335,14-12-2015 08:06,SHPR236,888,19
398549,75,$$,84605,,DEL,,1,17-12-2015 23:04,TRUE,87,,08-12-2015 14:06,22,03-12-2015 20:34,1837a22c-bb9d-46a6-a778-d44f5d8fe9a3,xxx,Mobiles,82f4e69b-2d4e-4bf7-b2f1-43b5eba775e7,Timex Classics A300 Men's watch,393673,36,20-12-2015 12:53,,,,,,,Terrellshire,40335,10-12-2015 19:42,SHPR237,888,30
